Autor;Emenda;UO (Ajustada);Funcional;Ação + Subtítulo;Valor aprovado;Empenhado;Depesa Executada;Pago
ABELARDO CAMARINHA;21640002-2015;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.3431;NO MUNICÍPIO DE BASTOS - SP;200000;0;0;0
ABELARDO CAMARINHA;21640003-2015;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.3692;NO MUNICÍPIO DE MARÍLIA - SP;150000;0;0;0
ABELARDO CAMARINHA;21640004-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.3692;NO MUNICÍPIO DE MARÍLIA - SP;7612300;0;0;0
ABELARDO CAMARINHA;21640005-2015;MINISTÉRIO DO ESPORTE;27.812.2035.20JP.3413;NO MUNICÍPIO DE ATIBAIA - SP;100000;0;0;0
ABELARDO CAMARINHA;21640006-2015;FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL;08.244.2037.2B31.3692;NO MUNICÍPIO DE MARÍLIA - SP;200000;0;0;0
ABELARDO CAMARINHA;21640007-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.3692;NO MUNICÍPIO DE MARÍLIA - SP;1312300;0;0;0
ABELARDO CAMARINHA;21640008-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.3692;NO MUNICÍPIO DE MARÍLIA - SP;500000;0;0;0
ABELARDO CAMARINHA;21640009-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0035;NO ESTADO DE SÃO PAULO;5750000;0;0;0
ABELARDO CAMARINHA;21640010-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.3692;NO MUNICÍPIO DE MARÍLIA - SP;250000;0;0;0
ABELARDO LUPION;34200001-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.7564;HOSPITAL INFANTIL PEQUENO PRÍNCIPE - NO MUNICÍPIO DE CURITIBA - PR;500000;0;0;0
ABELARDO LUPION;34200002-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;104600;0;0;0
ABELARDO LUPION;34200003-2015;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2014.20ZV.3165;NO MUNICÍPIO DE UBERABA - MG;500000;0;0;0
ABELARDO LUPION;34200004-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4061;NO MUNICÍPIO DE CAMBARÁ - PR;250000;0;0;0
ABELARDO LUPION;34200005-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4078;NO MUNICÍPIO DE CARLÓPOLIS - PR;167700;0;0;0
ABELARDO LUPION;34200006-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4104;NO MUNICÍPIO DE CURITIBA - PR;2000000;789725;789725;789725
ABELARDO LUPION;34200007-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.4122;NO MUNICÍPIO DE FIGUEIRA - PR;1500000;1400000;1400000;18736
ABELARDO LUPION;34200008-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.4135;NO MUNICÍPIO DE GOIOERÊ - PR;1700000;0;0;0
ABELARDO LUPION;34200009-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4135;NO MUNICÍPIO DE GOIOERÊ - PR;300000;0;0;0
ABELARDO LUPION;34200010-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.4149;NO MUNICÍPIO DE IBAITI - PR;1500000;1400000;1400000;49444
ABELARDO LUPION;34200011-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.4172;NO MUNICÍPIO DE IVAÍ - PR;600000;0;0;0
ABELARDO LUPION;34200012-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4172;NO MUNICÍPIO DE IVAÍ - PR;400000;0;0;0
ABELARDO LUPION;34200013-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4177;NO MUNICÍPIO DE JACAREZINHO - PR;700000;500000;500000;154600
ABELARDO LUPION;34200014-2015;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.4177;NO MUNICÍPIO DE JACAREZINHO - PR;300000;231800;231800;231800
ABELARDO LUPION;34200015-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.4179;NO MUNICÍPIO DE JAGUARIAÍVA - PR;490000;389810;389810;389810
ABELARDO LUPION;34200016-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4276;NO MUNICÍPIO DE PINHALÃO - PR;200000;0;0;0
ABELARDO LUPION;34200017-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4298;NO MUNICÍPIO DE QUATIGUÁ - PR;250000;0;0;0
ABELARDO LUPION;34200018-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4314;NO MUNICÍPIO DE RIBEIRÃO DO PINHAL - PR;250000;0;0;0
ABELARDO LUPION;34200019-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4344;NO MUNICÍPIO DE SANTO ANTÔNIO DA PLATINA - PR;1000000;462500;462500;462500
ABELARDO LUPION;34200020-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.4376;NO MUNICÍPIO DE SIQUEIRA CAMPOS - PR;250000;0;0;0
ABELARDO LUPION;34200021-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.4177;NO MUNICÍPIO DE JACAREZINHO - PR;1000000;0;0;0
ABELARDO LUPION;34200022-2015;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2014.20ZV.0041;NO ESTADO DO PARANÁ;1532300;0;0;0
ABELARDO LUPION;34200023-2015;TRIBUNAL REGIONAL ELEITORAL DO PARANÁ;02.122.0570.159J.4104;NO MUNICÍPIO DE CURITIBA - PR;480000;480000;480000;480000
ABELARDO LUPION;34200024-2015;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO;12.364.2032.0048.0041;NO ESTADO DO PARANÁ;350000;0;0;0
ACELINO POPÓ;27350001-2015;MINISTÉRIO DAS CIDADES;15.451.2054.20NR.1969;NO MUNICÍPIO DE BELO CAMPO - BA;740000;740000;740000;9540
ACELINO POPÓ;27350002-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.1969;NO MUNICÍPIO DE BELO CAMPO - BA;260000;0;0;0
ACELINO POPÓ;27350003-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.2000;NO MUNICÍPIO DE CANÁPOLIS - BA;500000;500000;500000;6900
ACELINO POPÓ;27350004-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.2030;NO MUNICÍPIO DE CONDE - BA;500000;0;0;0
ACELINO POPÓ;27350005-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.2167;NO MUNICÍPIO DE MAIQUINIQUE - BA;262300;0;0;0
ACELINO POPÓ;27350006-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.2187;NO MUNICÍPIO DE MORRO DO CHAPÉU - BA;1300000;1000000;1000000;629257
ACELINO POPÓ;27350007-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.2195;NO MUNICÍPIO DE MURITIBA - BA;500000;0;0;0
ACELINO POPÓ;27350008-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.2293;NO MUNICÍPIO DE SEABRA - BA;1300000;0;0;0
ACELINO POPÓ;27350009-2015;MINISTÉRIO DO TURISMO;23.695.2076.10V0.2097;NO MUNICÍPIO DE IRAQUARA - BA;700000;0;0;0
ACELINO POPÓ;27350010-2015;MINISTÉRIO DO TURISMO;23.695.2076.10V0.2097;NO MUNICÍPIO DE IRAQUARA - BA;800000;800000;800000;390000
ACELINO POPÓ;27350011-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.2167;NO MUNICÍPIO DE MAIQUINIQUE - BA;562300;0;0;0
ACELINO POPÓ;27350012-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.2000;NO MUNICÍPIO DE CANÁPOLIS - BA;1000000;0;0;0
ACELINO POPÓ;27350013-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.2030;NO MUNICÍPIO DE CONDE - BA;500000;498821;498821;498821
ACELINO POPÓ;27350014-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.2097;NO MUNICÍPIO DE IRAQUARA - BA;1500000;181023;181023;68943
ACELINO POPÓ;27350015-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.2187;NO MUNICÍPIO DE MORRO DO CHAPÉU - BA;1700000;0;0;0
ACELINO POPÓ;27350016-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.2293;NO MUNICÍPIO DE SEABRA - BA;1700000;540115;540115;342955
ACELINO POPÓ;27350017-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.1969;NO MUNICÍPIO DE BELO CAMPO - BA;200000;0;0;0
ACELINO POPÓ;27350018-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.2195;NO MUNICÍPIO DE MURITIBA - BA;1000000;0;0;0
ACELINO POPÓ;27350019-2015;MINISTÉRIO DO ESPORTE;27.812.2035.5450.2000;NO MUNICÍPIO DE CANÁPOLIS - BA;500000;0;0;0
ACELINO POPÓ;27350020-2015;MINISTÉRIO DO ESPORTE;27.812.2035.5450.2195;NO MUNICÍPIO DE MURITIBA - BA;500000;500000;500000;0
ACELINO POPÓ;27350021-2015;MINISTÉRIO DO ESPORTE;27.811.2035.20YA.0001;NACIONAL;300000;0;0;0
ACIR GURGACZ;26330001-2016;MINISTÉRIO DA DEFESA;05.244.2058.1211.0011;NO ESTADO DE RONDÔNIA;7671218;6716933;6716933;2177714
ACIR GURGACZ;26330002-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;5000000;4613627;4613627;2915867
ACIR GURGACZ;26330003-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;2671218;1749580;1749580;0
ACIR GURGACZ;26330001-2015;MINISTÉRIO DA DEFESA;05.244.2058.1211.0011;NO ESTADO DE RONDÔNIA;7162300;3451330;3451330;2401330
ACIR GURGACZ;26330002-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;100000;0;0;0
ACIR GURGACZ;26330003-2015;MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO;21.127.2029.210X.0011;NO ESTADO DE RONDÔNIA;1000000;461053;461053;461053
ACIR GURGACZ;26330004-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.7244;INSTITUTO DO CORAÇÃO - INCOR (FUNDAÇÃO ZERBINI) - NO MUNICÍPIO DE SÃO PAULO - SP;200000;0;0;0
ACIR GURGACZ;26330005-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.7564;HOSPITAL INFANTIL PEQUENO PRÍNCIPE - NO MUNICÍPIO DE CURITIBA - PR;1000000;999376;999376;647000
ACIR GURGACZ;26330006-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.7248;HOSPITAL DE CÂNCER (FUNDAÇÃO PIO XII) - NO MUNICÍPIO DE BARRETOS - SP;1000000;0;0;0
ACIR GURGACZ;26330007-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.8028;HOSPITAL SANTA MARCELINA - NO ESTADO DE RONDÔNIA;1000000;0;0;0
ACIR GURGACZ;26330008-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;2000000;989868;989868;989868
ACIR GURGACZ;26330009-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;2862300;999998;999998;100000
ADAIL CARNEIRO;30310001-2017;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0023;NO ESTADO DO CEARÁ;1000000;200000;0;0
ADAIL CARNEIRO;30310002-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0023;NO ESTADO DO CEARÁ;500000;0;0;0
ADAIL CARNEIRO;30310003-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0023;NO ESTADO DO CEARÁ;500000;0;0;0
ADAIL CARNEIRO;30310007-2017;MINISTÉRIO DO TURISMO;23.695.2076.10V0.0023;NO ESTADO DO CEARÁ;1000000;975000;0;0
ADAIL CARNEIRO;30310008-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;1000000;1000000;1000000;1000000
ADAIL CARNEIRO;30310009-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0023;NO ESTADO DO CEARÁ;1500000;0;0;0
ADAIL CARNEIRO;30310010-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;500000;0;0;0
ADAIL CARNEIRO;30310011-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0023;NO ESTADO DO CEARÁ;1000000;987600;0;0
ADAIL CARNEIRO;30310012-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0023;NO ESTADO DO CEARÁ;400000;0;0;0
ADAIL CARNEIRO;30310013-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0023;NO ESTADO DO CEARÁ;600000;429970;0;0
ADAIL CARNEIRO;30310014-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0023;NO ESTADO DO CEARÁ;1000000;986200;0;0
ADAIL CARNEIRO;30310015-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0023;NO ESTADO DO CEARÁ;1000000;250000;0;0
ADAIL CARNEIRO;30310016-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0023;NO ESTADO DO CEARÁ;500000;493100;0;0
ADAIL CARNEIRO;30310017-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0023;NO ESTADO DO CEARÁ;1000000;1000000;0;0
ADAIL CARNEIRO;30310018-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;500000;500000;500000;500000
ADAIL CARNEIRO;30310019-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;159769;159769;159769;159769
ADAIL CARNEIRO;30310020-2017;FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL;08.244.2037.2B30.0023;NO ESTADO DO CEARÁ;159769;0;0;0
ADAIL CARNEIRO;30310004-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0023;NO ESTADO DO CEARÁ;1500000;1482100;0;0
ADAIL CARNEIRO;30310005-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0023;NO ESTADO DO CEARÁ;1000000;0;0;0
ADAIL CARNEIRO;30310006-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;500000;500000;500000;500000
ADAIL CARNEIRO;30310001-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0023;NO ESTADO DO CEARÁ;3300000;3225015;3225015;0
ADAIL CARNEIRO;30310002-2016;MINISTÉRIO DO TURISMO;23.695.2076.10V0.0023;NO ESTADO DO CEARÁ;3221218;1924137;1924137;0
ADAIL CARNEIRO;30310003-2016;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.1091;APOIO A MANUTENCAO DE UNIDADES DE SAUDE - NO MUNICIPIO DE LIMOEIRO DO NORTE - CE;1000000;1000000;1000000;1000000
ADAIL CARNEIRO;30310004-2016;FUNDO NACIONAL ANTIDROGAS - FUNAD;14.422.2085.215S.0023;NO ESTADO DO CEARÁ;150000;0;0;0
ADAIL CARNEIRO;30310005-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0023;NO ESTADO DO CEARÁ;3000000;0;0;0
ADAIL CARNEIRO;30310006-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0023;NO ESTADO DO CEARÁ;1500000;1218028;1218028;891628
ADAIL CARNEIRO;30310007-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.1172;ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - NO MUNICIPIO DE VARZEA ALEGRE - CE;1171218;1170788;1170788;530788
ADAIL CARNEIRO;30310008-2016;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;1000000;1000000;1000000;1000000
ADAIL CARNEIRO;30310009-2016;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;1000000;1000000;1000000;1000000
ADALBERTO CAVALCANTI;30320001-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0026;NO ESTADO DE PERNAMBUCO;3000000;1380400;0;0
ADALBERTO CAVALCANTI;30320002-2017;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0026;NO ESTADO DE PERNAMBUCO;1000000;250000;0;0
ADALBERTO CAVALCANTI;30320003-2017;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0026;NO ESTADO DE PERNAMBUCO;3259769;3259769;0;0
ADALBERTO CAVALCANTI;30320004-2017;FUNDO NACIONAL ANTIDROGAS - FUNAD;14.422.2085.20R9.7068;COMUNIDADE OBRA DE MARIA - NO ESTADO DE PERNAMBUCO;100000;0;0;0
ADALBERTO CAVALCANTI;30320005-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0026;NO ESTADO DE PERNAMBUCO;7659769;3613980;0;0
ADALBERTO CAVALCANTI;30320006-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.20YL.1567;NO MUNICÍPIO DE AGRESTINA - PE;100000;0;0;0
ADALBERTO CAVALCANTI;30320007-2017;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;02.122.0570.20GP.0026;NO ESTADO DE PERNAMBUCO;200000;200000;59933;59933
ADALBERTO CAVALCANTI;30320001-2016;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.1566;NO MUNICÍPIO DE AFRÂNIO - PE;500000;12500;12500;0
ADALBERTO CAVALCANTI;30320002-2016;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;02.122.0570.20GP.0026;NO ESTADO DE PERNAMBUCO;150000;150000;150000;150000
ADALBERTO CAVALCANTI;30320003-2016;MINISTÉRIO DO ESPORTE;27.812.2035.5450.1566;NO MUNICÍPIO DE AFRÂNIO - PE;1210000;30250;30250;0
ADALBERTO CAVALCANTI;30320004-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0026;NO ESTADO DE PERNAMBUCO;2000000;1999788;1999788;1999788
ADALBERTO CAVALCANTI;30320005-2016;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0026;NO ESTADO DE PERNAMBUCO;3000000;3000000;3000000;317144
ADALBERTO CAVALCANTI;30320006-2016;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;18.544.2084.1851.0026;NO ESTADO DE PERNAMBUCO;1000000;142143;142143;3900
ADALBERTO CAVALCANTI;30320007-2016;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO;12.364.2080.0048.0026;NO ESTADO DE PERNAMBUCO;300000;300000;300000;0
ADALBERTO CAVALCANTI;30320008-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0026;NO ESTADO DE PERNAMBUCO;1432436;460437;460437;133031
ADALBERTO CAVALCANTI;30320009-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.1566;NO MUNICÍPIO DE AFRÂNIO - PE;950000;0;0;0
ADALBERTO CAVALCANTI;30320010-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.1620;NO MUNICÍPIO DE DORMENTES - PE;1000000;999552;999552;0
ADALBERTO CAVALCANTI;30320011-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.1620;NO MUNICÍPIO DE DORMENTES - PE;500000;500000;500000;173600
ADALBERTO CAVALCANTI;30320012-2016;FUNDAÇÃO NACIONAL DE SAÚDE;10.512.2068.10GG.1566;NO MUNICÍPIO DE AFRÂNIO - PE;500000;500000;500000;0
ADALBERTO CAVALCANTI;30320013-2016;FUNDAÇÃO NACIONAL DE SAÚDE;10.511.2068.7656.1566;NO MUNICÍPIO DE AFRÂNIO - PE;1800000;1800000;1800000;0
ADALBERTO CAVALCANTI;30320014-2016;MINISTÉRIO DO TURISMO;23.695.2076.10V0.1566;NO MUNICÍPIO DE AFRÂNIO - PE;500000;12500;12500;0
ADALBERTO CAVALCANTI;30320015-2016;MINISTÉRIO DO TURISMO;23.695.2076.20Y3.1566;NO MUNICÍPIO DE AFRÂNIO - PE;500000;499500;499500;499500
ADELMO CARNEIRO LEÃO;30330001-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;1500000;1199910;0;0
ADELMO CARNEIRO LEÃO;30330002-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;1500000;613060;0;0
ADELMO CARNEIRO LEÃO;30330003-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;1500000;750000;0;0
ADELMO CARNEIRO LEÃO;30330004-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;2000000;500000;0;0
ADELMO CARNEIRO LEÃO;30330005-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;1159770;0;0;0
ADELMO CARNEIRO LEÃO;30330006-2017;MINISTÉRIO DO ESPORTE;27.812.2035.5450.2896;NO MUNICÍPIO DE PARAOPEBA - MG;250000;250000;0;0
ADELMO CARNEIRO LEÃO;30330007-2017;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0031;NO ESTADO DE MINAS GERAIS;1600000;439085;203122;0
ADELMO CARNEIRO LEÃO;30330008-2017;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO;12.368.2080.20RP.0031;NO ESTADO DE MINAS GERAIS;559768;0;0;0
ADELMO CARNEIRO LEÃO;30330009-2017;SECRETARIA ESPECIAL DE AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO AGRÁRIO - SEAD;21.606.2012.210O.0031;NO ESTADO DE MINAS GERAIS;2000000;0;0;0
ADELMO CARNEIRO LEÃO;30330010-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0031;NO ESTADO DE MINAS GERAIS;1000000;983400;0;0
ADELMO CARNEIRO LEÃO;30330011-2017;SECRETARIA ESPECIAL DE AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO AGRÁRIO - SEAD;21.127.2029.210X.2946;NO MUNICÍPIO DE POÇO FUNDO - MG;250000;250000;0;0
ADELMO CARNEIRO LEÃO;30330012-2017;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA - INCRA;21.631.2066.211A.0001;NACIONAL;100000;0;0;0
ADELMO CARNEIRO LEÃO;30330013-2017;FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL;08.244.2037.2B30.0031;NO ESTADO DE MINAS GERAIS;1000000;0;0;0
ADELMO CARNEIRO LEÃO;30330014-2017;HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;12.302.2080.4086.3165;NO MUNICÍPIO DE UBERABA - MG;400000;0;0;0
ADELMO CARNEIRO LEÃO;30330015-2017;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO;12.364.2080.0048.2647;NO MUNICÍPIO DE FRUTAL - MG;500000;0;0;0
ADELMO CARNEIRO LEÃO;30330006-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.2647;ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - NO MUNICIPIO DE FRUTAL - MG;1000000;0;0;0
ADELMO CARNEIRO LEÃO;30330007-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;1000000;999800;999800;999800
ADELMO CARNEIRO LEÃO;30330008-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;1671218;1072245;1072245;1072245
ADELMO CARNEIRO LEÃO;30330009-2016;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0031;NO ESTADO DE MINAS GERAIS;1000000;799995;799995;194611
ADELMO CARNEIRO LEÃO;30330010-2016;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO;12.368.2080.20RP.0031;NO ESTADO DE MINAS GERAIS;500000;0;0;0
ADELMO CARNEIRO LEÃO;30330011-2016;MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME;08.306.2069.215I.0031;NO ESTADO DE MINAS GERAIS;351218;351218;351218;175609
ADELMO CARNEIRO LEÃO;30330012-2016;DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS - DNOCS;15.244.2029.7K66.0031;NO ESTADO DE MINAS GERAIS;500000;456928;456928;49794
